l1,b,t,x,a,func,time
23.796462709189136,11.019352880494488,4.335532436842718,4.054094007740048,2.0,0.03977359484820949,2.9261527061462402
54.42292252959518,27.634048072225646,5.412062833054428,4.442489636148325,4.0,0.059165023435139824,105.24966144561768
36.99551665480792,0.634116229139603,0.42531504503555806,3.012927303609687,1.0,0.33706270021709206,0.18621826171875
60.39200385961945,89.86283429088706,6.892213001423867,3.933955575570168,4.0,-0.008007830889309573,107.6632661819458
62.572030410805404,65.97340220741576,1.8760422341876826,4.780314407552641,5.0,-0.006108732035610183,585.9085340499878
6.552885923981311,51.90031410979284,3.2535605111268326,4.785586294922528,4.0,-4.450821214391023e-08,3.1248981952667236
1.3167991554874137,139.4324334129032,2.1307907088319613,1.7620071813615361,5.0,-4.4312026560082015e-11,4.243207216262817
83.746908209646,2.239793767108955,3.600045009695868,2.4734717870352645,3.0,0.45925013005982007,192.80095767974854
25.935401432800763,103.44298565809706,8.557407673876478,0.8596121563955323,3.0,-0.0004649149280273532,718.7679326534271
23.433096104669637,110.33135712206067,5.8737011817716835,3.6952662362171873,4.0,-0.019230629733136932,190.71171855926514
99.56448355104628,108.85587392759223,8.233711162519265,0.5283771264986683,4.0,0.3981743026889455,338.3612713813782
47.026350752244795,76.02615168630487,0.887660944242703,3.753440056344968,1.0,-1.1738725994118101e-15,7.588956356048584
83.64614512743887,132.3964180498364,1.6577711292081998,4.310416818753595,5.0,-0.028362605903183298,682.0656244754791
47.635320869933494,15.423052637553852,9.043863735404651,2.94194830802291,1.0,0.06210253802112702,223.9249153137207
63.906814054416195,71.8705658965042,1.6568305221930324,4.372870771273686,3.0,-2.6448381579878938e-11,6.357759714126587
15.061642402352394,107.72605295535655,0.49180533012691763,4.164672720615255,5.0,3.093490995580747e-15,6.627281665802002
63.486065828518846,145.12317906917326,7.721577155934472,0.43106643618828233,4.0,0.373979510009788,237.4309995174408
86.80453071432967,21.157243228635846,3.1380604613365923,4.077077892411523,1.0,0.000260478682659069,5.119661569595337
52.31812103833013,126.77978992309811,7.148570941329709,2.826294816923366,2.0,-0.03538140987699993,113.92906951904297
74.12518562014903,129.58702477721562,4.020669637611348,3.5969625643235807,2.0,-0.0417471110350239,632.7642018795013
67.14114753695925,23.656244743992303,5.101008959668421,2.97107940396346,3.0,0.1457909284552959,176.23107147216797
6.403143822699731,100.40795841851228,9.956011980608872,4.410220897755183,2.0,1.930369203858073e-08,4.071542501449585
75.82302462868174,56.08353687867369,7.317843685005963,3.693947181328317,5.0,0.06041864509123556,419.25842690467834
59.10995829313176,135.12359243637084,6.42077505246542,2.0620570897159505,1.0,-0.1300307235569011,151.37402391433716
30.126765951571233,68.3120398809229,4.584613504684311,4.0362844916687575,5.0,-0.04065712622075005,618.3093593120575
3.1011751469749993,96.10017228937748,7.600110582720278,4.586472934795541,2.0,1.204634702125912e-07,3.4918668270111084
86.55272369789456,21.98554424998286,8.652892204080892,3.097549711444552,1.0,0.04684022569657764,124.27425718307495
47.27490886654668,34.93013962215392,6.987471048752778,2.579840288412958,5.0,0.20041130621088027,397.428838968277
71.88239240658031,45.03379449496174,3.2432806497758526,3.48595310563814,3.0,-0.008419204990203526,162.6100697517395
87.88128002554816,137.661183894472,7.513242943216534,4.846836317920734,4.0,-0.006183548896787186,117.66629362106323
71.41294836112026,116.994711091757,4.234521625545033,4.90410887951929,4.0,-0.011835143299849006,68.21357536315918
92.10986675838745,109.38846063465766,9.834184448937265,4.364143522035342,5.0,-0.0004260673999253845,642.498119354248
39.496340400074395,58.343948154897504,9.731108889531203,4.795818765891054,2.0,-0.020718363930875575,102.9005172252655
80.09087709852282,108.10008842573579,9.632809361825567,4.703131486874774,2.0,-0.00961376499849899,95.37270045280457
44.46210560507606,68.26786681355838,1.1643664121687392,3.4430846886158326,2.0,2.1071382300301797e-10,2.818855047225952
93.55867217045211,121.96709881221666,2.201070675528236,1.394137764639006,4.0,-0.009288054912852273,175.6404948234558
87.88666603380416,122.72825671256004,8.535071669751751,4.320456772917728,4.0,-0.005066173214560818,100.94239258766174
9.745430973087721,130.94337230391497,0.9954830624924016,4.074208423260977,1.0,3.5455383616125468e-15,7.86971640586853
13.59688602006689,78.36736970113158,4.84660216080822,3.3699142319354087,2.0,5.922462472793275e-11,3.1151793003082275
21.698694123313732,2.5536261750712494,3.0492717054314857,2.6015263655472647,1.0,0.269140006420771,2.2242207527160645
96.5480138898203,146.0985572249234,6.417059652312798,3.562694770713187,5.0,-0.00482556263154148,681.6130049228668
43.616186662742926,61.61312178540507,5.124383540136237,3.7959245896567904,5.0,-0.006915998519796228,159.31423377990723
62.6648290866804,25.775508086431252,1.7353758784373274,2.8872172439526267,1.0,4.54453066098962e-06,4.164903163909912
30.10261984255054,133.8635144978362,6.815110953295305,3.017898402879759,3.0,-0.11775158385258039,1398.819165945053
50.72429838290595,121.24223006536494,8.432312131346615,3.7564744930557064,5.0,-0.009929361545385802,265.94705414772034
38.58662588449025,147.20314825268068,2.4799320567071126,4.7278917896329204,5.0,-9.65873757112437e-05,76.46569633483887
35.091048877018004,138.3512515520804,9.649480033120108,4.152409902512757,5.0,-0.01963925251756299,98.92077612876892
58.50741074053635,9.631563433566948,8.35584711322317,2.9708658787464897,3.0,0.36308706915651484,180.2462124824524
58.425179297019895,117.42094729834358,9.51328487800436,2.938974526549533,2.0,-0.018688311170718307,289.3422737121582
90.4201770847775,32.18049461780958,5.618188450751655,3.7455466385028435,3.0,0.06732363443780029,273.3128674030304
68.19821366349666,94.03562338854775,8.752923119040187,2.4598273918675275,5.0,0.04947822181440091,448.6487591266632
92.8945601200017,107.31154624625138,6.355037010095699,2.4294871963654034,5.0,0.02795044638322283,575.3425817489624
85.64005663967556,93.11299539183487,4.019543975089153,3.9439911071025713,3.0,-0.009988006305113288,89.7167866230011
99.09896448688151,31.18563554922631,5.85504760461947,1.3342092721824121,2.0,0.2642505463762539,274.3570957183838
67.12735421625182,77.04947299159033,0.7820435526017055,3.8457129256967386,5.0,-8.636846256923541e-11,5.741156101226807
16.309962197106977,149.92891931627565,7.187601659535547,3.372697071522757,1.0,-2.47106786596673e-13,8.6751708984375
86.06375331162683,106.2409210401605,1.368514483874853,4.441510874862623,3.0,4.2991380327994793e-10,8.331485748291016
96.46329473090614,149.05093913992354,9.20411957584301,4.521683187346432,1.0,-0.01919973851289298,84.0282998085022
90.46959845122366,3.6299385477530755,7.898051061264331,4.4057571936102695,3.0,0.4318802580845763,203.70143580436707
56.91075034743235,8.016249527426627,2.752123024880709,4.401567798147638,4.0,0.25998426833998467,69.29337072372437
71.38170201741993,116.57448850249625,0.33377137288700287,3.4238365409365814,5.0,-1.262620971238295e-08,5.952432155609131
21.11249836755983,40.11619643674094,1.4177248815126986,4.354493173322942,5.0,3.296427551642554e-07,3.2618627548217773
83.16079302733542,37.87406163251563,5.345901003638537,3.2679194625217467,4.0,0.10310736270348601,86.74626612663269
57.35323523512847,108.33193288883639,1.5352155382789168,4.115939077461977,2.0,9.544138578830698e-11,4.458433389663696
28.49574619862052,70.30482139910345,8.519736567004259,3.1985171830256913,3.0,-0.03853553138039861,779.0880959033966
6.346057714522935,42.61193074306611,3.453451380086874,3.711230967773336,3.0,-1.816715720987313e-07,2.5739121437072754
85.39424884226801,4.334932270643216,4.10470885603986,1.001727250289977,1.0,0.42691872022166877,7.968818187713623
98.98060149215813,19.763364794208783,1.5308691545282416,2.7205921236741077,4.0,0.1628062991924484,151.28236937522888
8.851809310972836,25.267167027337774,6.181422760842661,4.897907296042051,3.0,8.00713902008773e-06,2.488630533218384
80.0595321257502,63.499283207618966,6.527577515652704,2.6396729154259106,2.0,-0.005378924919657138,77.41108798980713
41.046182734590886,80.38995092343731,5.213800433536724,4.406597905768823,1.0,2.4147520448024594e-12,7.635441780090332
15.076537445280957,0.7806995854974297,1.1545252140845397,4.3135616079644805,4.0,0.40781231530376816,0.6895127296447754
29.38912468190622,10.877192955259417,8.229642286676862,4.4755289104291975,3.0,0.18771543788438877,346.3688237667084
76.87918872773446,86.59296123557743,4.450876508604359,3.8170355862951237,1.0,-0.0013869346884601806,64.70286536216736
87.27670246282014,36.55227775285465,8.841491734799716,4.179942100154232,4.0,0.1192087528742591,159.43100214004517
4.419006112954338,12.91371936331956,8.39428497547818,1.0756282366746284,2.0,0.14378150342490253,0.8816206455230713
61.453252853180864,6.887665355757577,9.605583239247649,1.1495561282465223,5.0,0.47977613649311357,428.6848146915436
4.49402434960362,67.01592251523087,7.3893769576047195,2.411191829517802,3.0,-5.697218211359243e-07,2.549273729324341
71.84404774485162,3.710342527965449,0.8852531282669385,2.016591420516746,3.0,0.3822235497548143,1.7564644813537598
33.09541460190075,60.718121250251315,4.228869444764571,1.486129598788243,1.0,6.950837713167484e-07,4.455309867858887
88.0905307247358,19.087520562697907,0.2709057441329521,1.7996630386034527,5.0,0.10329570406688465,1.69901704788208
98.06357568433395,93.27792251042949,6.642054839961055,4.061210702056622,2.0,-0.00772154311243775,117.26409673690796
50.5420373648044,133.01561346037448,6.251182562680487,2.324039104922489,1.0,-3.3340048011913483e-06,7.995832681655884
99.85089453757764,58.62507306324464,7.608829711839279,4.869930683435694,2.0,-0.00420263961221092,101.2643404006958
30.9670053476339,44.25816796334546,3.6122488726637436,4.384845836236391,3.0,7.200245288436881e-07,1.5628013610839844
7.69707047054119,67.71269330473795,8.419113354943178,4.02566179656247,1.0,-1.2185534587586235e-11,7.531926393508911
59.976280879660074,25.5136808847178,8.400262951885637,4.440436079234706,2.0,0.02107133639182259,106.61562657356262
3.1377762175317736,50.38968425156285,1.101647318244272,2.8548218996733055,1.0,2.075002441289733e-09,2.6589367389678955
19.73848564284194,83.75144409655363,9.42232135625758,4.832395121672202,5.0,-0.03986787959704823,608.6629469394684
40.79361356169908,81.3243989251315,2.3000839351064717,4.691969066611603,5.0,-2.423992209738335e-05,15.651183843612671
61.04671229673415,16.427991354094836,1.4396253063062703,4.48043087674071,4.0,0.043289626232478236,2.177881956100464
